name,price,reviews,ratings,processor,memory,display,gpu,bettery
MSI GF63 Thin 9SCXR-418IN Laptop (15.6 Inch | Core i5 9th Gen | 8 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹57,999</span>",4.5/5,"4,397 Ratings","Intel Core i5-9300H (9th Gen), 2.4 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) LED Display,"NVIDIA Geforce GTX 1650 Max-Q GPU, 4 GB VRAM",120W Adapter
Lenovo Ideapad Gaming 3 15IHU6 (82K101LGIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹52,900</span>",4.3/5,"5,215 Ratings","Intel Core i5-11320H (11th Gen), 2.5 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce GTX 1650 GPU, 4 GB VRAM","135W, Upto 8 Hrs Battery Life"
ASUS TUF Gaming F15 FX506LI-HN271TS Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹55,990</span>",4.4/5,"4,394 Ratings","Intel Core i5-10300H (10th Gen), 2.5 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) LED Display,"NVIDIA GeForce GTX 1650 Ti GPU, 4 GB VRAM",150W Adapter
HP 15s-fy5004TU (8K8J2PA) Laptop (15.6 Inch | Core i3 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹40,250</span>",4.2/5,"5,155 Ratings","Intel Core i3-1215U (12th Gen), 0.8 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,Windows 11 Home Basic
Xiaomi RedmiBook 15 e-Learning Edition Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD),"<span class=""price txt-w-b"">₹30,490</span>",4.1/5,"5,478 Ratings","Intel Core i3-1115G4 (11th Gen), 3.0 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) LED Display,Intel UHD GPU,"65W, Upto 10 Hrs Battery Life"
Lenovo Ideapad Slim 3i (81WB0193IN) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 256 GB SSD),"<span class=""price txt-w-b"">₹30,990</span>",4.3/5,"4,363 Ratings","Intel Core i3-10110U (10th Gen), 2.1 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) LED Display,Intel UHD GPU,"45W, Upto 11 Hrs Battery Life"
HP 15s-gy0501AU (4R8B8PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 10 | 256 GB SSD),"<span class=""price txt-w-b"">₹30,780</span>",4.3/5,"4,718 Ratings","AMD Dual Core Ryzen 3 3250U, 2.6 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) LED Display,AMD Radeon GPU,Windows 10 Home Basic
HP 14s-dq5138tu (9D3M7PA) Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹39,990</span>",4.2/5,"5,116 Ratings","Intel Core i3-1215U (12th Gen), 4.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display,Intel UHD GPU,Windows 11 Home Basic
ASUS TUF Gaming F15 FX506HF-HN075W Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹53,990</span>",4.3/5,"4,742 Ratings","Intel Core i5-11260H (11th Gen), 2.9 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 2050 GPU, 4 GB VRAM",150W Adapter
Infinix INBook Y1 Plus XL28 Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹28,990</span>",4.2/5,"4,517 Ratings","Intel Core i3-1005G1, 1.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,"65W, Upto 10 Hrs Battery Life"
ASUS VivoBook S14 OLED Intel Evo S3402ZA-KM501WS Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹65,990</span>",4.4/5,"3,815 Ratings","Intel Core i5-12500H (12th Gen), 4.7 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) OLED Display,Intel Iris Xe GPU,"90W, Upto 4 Hrs Battery Life"
HP 15s-ey1508AU (6Q0N0PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 256 GB SSD),"<span class=""price txt-w-b"">₹29,999</span>",4.2/5,"4,496 Ratings","AMD Dual Core Ryzen 3-3250U, 2.6 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Radeon GPU,65W Adapter
ASUS Chromebook Flip C214MA-BU0704 Laptop (11.6 Inch | Intel Celeron Dual Core | 4 GB | Google Chrome |),"<span class=""price txt-w-b"">₹29,431</span>",4.1/5,"5,157 Ratings","Intel Celeron Dual Core - N4020, 1.1 Ghz Processor",4 GB RAM,11.6″ (29.46 cm) Display With Touchscreen,Intel UHD GPU,45W Adapter
HP 15s-eq1560AU (6Q0M8PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹37,990</span>",4.3/5,"4,246 Ratings","AMD Dual Core Ryzen 3-3250U, 2.6 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Radeon GPU,"65W, Upto 7 Hrs Battery Life"
ASUS VivoBook S14 OLED Intel Evo S3402ZA-KM502WS Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹67,990</span>",4.4/5,"3,815 Ratings","Intel Core i5-12500H (12th Gen), 4.2 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) OLED Display,Intel Iris Xe GPU,90W Adapter
ASUS X540UA-GQ682T Laptop (15.6 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD),"<span class=""price txt-w-b"">₹28,990</span>",4.0/5,"5,350 Ratings","Intel Core i3-7020U (7th Gen), 2.3 Ghz Processor",4 GB RAM | 1 TB HDD Storage,15.6″ (39.62 cm) LED Display,Intel HD 620 GPU,33W Adapter
Acer Nitro 5 AN515-43-R2M9 (NH.Q5XSI.002) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),"<span class=""price txt-w-b"">₹54,990</span>",4.6/5,"3,340 Ratings","AMD Quad Core Ryzen 5 3550H, 2.1 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) LED Display,"AMD Radeon RX 560X GPU, 4 GB VRAM","135W, Upto 11 Hrs Battery Life"
ASUS VivoBook 15 X515EA-EJ502WS Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 1 TB HDD 256 GB SSD),"<span class=""price txt-w-b"">₹50,990</span>",4.3/5,"3,949 Ratings","Intel Core i5-1135G7 (11th Gen), 2.4 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Iris Xe GPU,45W Adapter
ASUS VivoBook 15 X515EA-EJ502TS Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),"<span class=""price txt-w-b"">₹50,990</span>",4.3/5,"3,949 Ratings","Intel Core i5-1135G7 (11th Gen), 2.4 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) LED Display,Intel Iris Xe GPU,45W Adapter
Infinix INBook X1 Neo XL22 Laptop (14 Inch | Intel Celeron Quad Core | 4 GB | Windows 11 | 128 GB SSD),"<span class=""price txt-w-b"">₹24,490</span>",4.2/5,"4,413 Ratings","Intel Celeron Processor - N5100, 1.1 Ghz Processor",4 GB RAM | 128 GB SSD Storage,14″ (35.56 cm) Display,Intel UHD GPU,"45W, Upto 11 Hrs Battery Life"
Honor MagicBook 15 Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 256 GB SSD),"<span class=""price txt-w-b"">₹42,990</span>",4.6/5,"3,215 Ratings","AMD Quad Core Ryzen 5 3500U, 2.1 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) LED Display,AMD Radeon Vega 8 GPU,65W Adapter
HP 15s-fr4000TU (7J3Z2PA) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹49,114</span>",4.3/5,"3,938 Ratings","Intel Core i5-1155G7 (11th Gen), 2.5 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Iris Xe GPU,"65W, Upto 9.15 Hrs Battery Life"
HP 15s-eq2212AU (7G6H1PA) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹31,999</span>",4.3/5,"3,987 Ratings","AMD Quad Core Ryzen 3 - 5300U, 3.4 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Radeon GPU,65W Adapter
MSI Modern 15 A5M-065IN Netbook (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹48,490</span>",4.4/5,"3,486 Ratings","AMD Hexa Core Ryzen 5 5500U, 4.0 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) LED Display,AMD Radeon GPU,65W Adapter
MSI Bravo 15 B5DD-410IN Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹72,990</span>",4.4/5,"3,342 Ratings","AMD Hexa Core Ryzen 5 - 5600H, 3.3 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Radeon RX 5500M GPU,150W Adapter
HP 15s-du1064TU (25U57PA) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),"<span class=""price txt-w-b"">₹33,990</span>",4.2/5,"3,824 Ratings","Intel Core i3-10110U (10th Gen), 2.1 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) LED Display,Intel UHD GPU,65W Adapter
Lenovo Ideapad 3 15ALC6 (82KU0238IN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹41,994</span>",4.2/5,"3,992 Ratings","AMD Hexa Core Ryzen 5 - 5500U, 2.1 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Radeon GPU,"65W, Upto 9 Hrs Battery Life"
Lenovo Ideapad 3 (81X800LGIN) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹35,100</span>",4.2/5,"3,891 Ratings","Intel Core i3-1115G4 (11th Gen), 3.0 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,"65W, Upto 7 Hrs Battery Life"
Samsung Galaxy Book NP750XED-KC1IN 15.6 2 15.6 Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹49,190</span>",4.3/5,"3,567 Ratings","Intel Core i5-1235U (12th Gen), 4.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) LED Display,Intel Iris Xe GPU,65W Adapter
HP 15s-fr4001TU (7J3Z3PA) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹50,999</span>",4.3/5,"3,925 Ratings","Intel Core i5-1155G7 (11th Gen), 4.2 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Iris Xe GPU,65W Adapter
HP 15s-ey1509AU (832R0PA) Laptop (15.6 Inch | AMD Dual Core Athlon | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹31,990</span>",4.1/5,"3,736 Ratings","AMD Dual Core Athlon - 3050U, 2.3 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Radeon GPU,65W Adapter
ASUS VivoBook Ultra 14 X413EA-EB513TS Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹44,890</span>",4.4/5,"2,899 Ratings","Intel Core i5-1135G7 (11th Gen), 4.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) LED Display,Intel Iris Xe GPU,65W Adapter
ASUS VivoBook 15 M515DA-BR322WS Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 256 GB SSD),"<span class=""price txt-w-b"">₹59,999</span>",4.3/5,"3,354 Ratings","AMD Dual Core Ryzen 3-3250U, 3.4 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Integrated GPU,"65W, Upto 6 Hrs Battery Life"
HP 14s-fq0568AU (6C4A9PA) Laptop (14 Inch | AMD Dual Core Athlon | 8 GB | Windows 11 | 256 GB SSD),"<span class=""price txt-w-b"">₹25,990</span>",4.1/5,"3,809 Ratings","AMD Dual Core Athlon-3050U, 2.3 Ghz Processor",8 GB RAM | 256 GB SSD Storage,14″ (35.56 cm) Display,AMD Radeon GPU,65W Adapter
ASUS VivoBook Ultra 14 X413EA-EK511TS Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹59,990</span>",4.4/5,"2,894 Ratings",Intel Core i5-1135G7 (11th Gen) Processor,8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) LED Display,Intel Iris Xe GPU,65W Adapter
Infinix Y1 Plus Neo XL30 Laptop (15.6 Inch | Intel Celeron Quad Core | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹24,490</span>",4.0/5,"4,094 Ratings","Intel Celeron Quad Core- N5100, 1.1 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,45W Adapter
HP 15s-FR2006TU (34W78PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹35,246</span>",4.3/5,"3,351 Ratings",Intel Core i3-1115G4 (11th Gen) Processor,8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) LED Display,Intel UHD GPU,41W Adapter
HP 15q-ds0009TU (4TT12PA) Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD),"<span class=""price txt-w-b"">₹38,681</span>",4.2/5,"3,255 Ratings","Intel Core i5- 8250U (8th Gen), 1.6 Ghz Processor",8 GB RAM | 1 TB HDD Storage,15.6″ (39.62 cm) LED Display,Intel UHD 620 GPU,41W Adapter
HP 15s-du2069TU (172R6PA) Laptop (15.6 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 1 TB HDD),"<span class=""price txt-w-b"">₹38,210</span>",4.0/5,"3,979 Ratings","Intel Core i3-1005G1 (10th Gen), 1.2 Ghz Processor",4 GB RAM | 1 TB HDD Storage,15.6″ (39.62 cm) LED Display,Intel UHD GPU,65W Adapter
Acer Aspire 7 A715-51G (NH.QGBSI.001) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹47,990</span>",4.3/5,"3,187 Ratings","Intel Core i5-1240P (12th Gen), 3.3 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce GTX 1650 GPU, 4 GB VRAM",135W Adapter
ASUS TUF Gaming F15 FX506HC-HN362WS Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹63,990</span>",4.4/5,"2,778 Ratings","Intel Core i5-11400H (11th Gen), 2.7 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM","65W, Upto 8 Hrs Battery Life"
HP 15s-eq2223AU (7W474PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹36,490</span>",4.3/5,"3,100 Ratings","AMD Hexa Core Ryzen 5 - 5500U, 2.1 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Radeon GPU,65W Adapter
Lenovo Ideapad Slim 3i (82H801LGIN) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 256 GB SSD),"<span class=""price txt-w-b"">₹31,990</span>",4.2/5,"3,081 Ratings","Intel Core i3-1115G4 (11th Gen), 4.8 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,"65W, Upto 7 Hrs Battery Life"
HP 15s-fq2629TU (546K7PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹46,500</span>",4.2/5,"3,261 Ratings","Intel Core i3-1125G4 (11th Gen), 3.4 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,"45W, Upto 7 Hrs Battery Life"
